strongs_number,original_word,testament,language,part_of_speech,english_meaning,telugu_meaning,occurrences
G3946,παρόμοιος,New Testament,Greek,,From G3844+G3664,,
G3947,παροξύνω,New Testament,Greek,,From G3844+G3691,,
G3948,παροξυσμός,New Testament,Greek,,From G3947,,
G3949,παροργίζω,New Testament,Greek,,From G3844+G3710,,
G3950,παροργισμός,New Testament,Greek,,From G3949,,
G3951,παροτρύνω,New Testament,Greek,,From G3844,,
G3952,παρουσία,New Testament,Greek,,From G3918,,
G3953,παροψίς,New Testament,Greek,,From G3844+G3795,,
G3954,παῤῥησία,New Testament,Greek,,From G3956+G4483,,
G3955,παῤῥησιάζομαι,New Testament,Greek,,From G3954,,
G3956,πᾶς,New Testament,Greek,,πᾶς,,
G3957,πάσχα,New Testament,Greek,,From H6453,,
G3958,πένθω,New Testament,Greek,,πένθω,,
G3959,Πάταρα,New Testament,Greek,,Πάταρα,,
G3960,πατάσσω,New Testament,Greek,,From G3817,,
G3961,πατέω,New Testament,Greek,,From G3817,,
G3962,πατήρ,New Testament,Greek,,πατήρ,తండ్రి,
G3963,Πάτμος,New Testament,Greek,,Πάτμος,,
G3964,πατραλῴας,New Testament,Greek,,From G3962+G3389,,
G3965,πατριά,New Testament,Greek,,From G3962,,
G3966,πατριάρχης,New Testament,Greek,,From G3965+G757,,
G3967,πατρικός,New Testament,Greek,,From G3962,,
G3968,πατρίς,New Testament,Greek,,From G3902,,
G3969,Πατροβᾶς,New Testament,Greek,,From G3962+G979,,
G3970,πατροπαράδοτος,New Testament,Greek,,From G3962+G3860,,
G3971,πατρῷος,New Testament,Greek,,From G3962,,
G3972,Παῦλος,New Testament,Greek,,Παῦλος,,
G3973,παύω,New Testament,Greek,,παύω,,
G3974,Πάφος,New Testament,Greek,,Πάφος,,
G3975,παχύνω,New Testament,Greek,,From G4078,,
G3976,πέδη,New Testament,Greek,,From G4228,,
G3977,πεδινός,New Testament,Greek,,From G4228,,
G3978,πεζεύω,New Testament,Greek,,From G3979,,
G3979,πεζῇ,New Testament,Greek,,From G4228,,
G3980,πειθαρχέω,New Testament,Greek,,From G3982+G757,,
G3981,πειθός,New Testament,Greek,,From G3982,,
G3982,πείθω,New Testament,Greek,,πείθω,,
G3983,πεινάω,New Testament,Greek,,From G3993,,
G3984,πεῖρα,New Testament,Greek,,From G4008,,
G3985,πειράζω,New Testament,Greek,,From G3984,,
G3986,πειρασμός,New Testament,Greek,,From G3985,,
G3987,πειράω,New Testament,Greek,,From G3984,,
G3988,πεισμονή,New Testament,Greek,,From G3982,,
G3989,πέλαγος,New Testament,Greek,,πέλαγος,,
G3990,πελεκίζω,New Testament,Greek,,From G4141,,
G3991,πέμπτος,New Testament,Greek,,From G4002,,
G3992,πέμπω,New Testament,Greek,,πέμπω,,
G3993,πένης,New Testament,Greek,,πένης,,
G3994,πενθερά,New Testament,Greek,,From G3995,,
G3995,πενθερός,New Testament,Greek,,πενθερός,,
G3996,πενθέω,New Testament,Greek,,From G3997,,
G3997,πένθος,New Testament,Greek,,From G3958,,
G3998,πενιχρός,New Testament,Greek,,From G3993,,
G3999,πεντάκις,New Testament,Greek,,From G4002,,
G4000,πεντακισχίλιοι,New Testament,Greek,,From G3999+G5507,,
G4001,πεντακόσιοι,New Testament,Greek,,From G4002+G1540,,
G4002,πέντε,New Testament,Greek,,πέντε,,
G4003,πεντεκαιδέκατος,New Testament,Greek,,From G4002+G2532+G1182,,
G4004,πεντήκοντα,New Testament,Greek,,From G4002,,
G4005,πεντηκοστή,New Testament,Greek,,From G4004,,
G4006,πεποίθησις,New Testament,Greek,,From G3958,,
G4007,περ,New Testament,Greek,,From G4008,,
G4008,πέραν,New Testament,Greek,,πέραν,,
G4009,πέρας,New Testament,Greek,,From G4008,,
G4010,Πέργαμος,New Testament,Greek,,From G4444,,
G4011,Πέργη,New Testament,Greek,,From G4010,,
G4012,περί,New Testament,Greek,,From G4008,,
G4013,περιάγω,New Testament,Greek,,From G4012+G71,,
G4014,περιαιρέω,New Testament,Greek,,From G4012+G138,,
G4015,περιαστράπτω,New Testament,Greek,,From G4012+G797,,
G4016,περιβάλλω,New Testament,Greek,,From G4012+G906,,
G4017,περιβλέπω,New Testament,Greek,,From G4012+G991,,
G4018,περιβόλαιον,New Testament,Greek,,From G4016,,
G4019,περιδέω,New Testament,Greek,,From G4012+G1210,,
G4020,περιεργάζομαι,New Testament,Greek,,From G4012+G2038,,
G4021,περίεργος,New Testament,Greek,,From G4012+G2041,,
G4022,περιέρχομαι,New Testament,Greek,,From G4012+G2064,,
G4023,περιέχω,New Testament,Greek,,From G4012+G2192,,
G4024,περιζώννυμι,New Testament,Greek,,From G4012+G2224,,
G4025,περίθεσις,New Testament,Greek,,From G4060,,
G4026,περιΐστημι,New Testament,Greek,,From G4012+G2476,,
G4027,περικάθαρμα,New Testament,Greek,,From G4012+G2508,,
G4028,περικαλύπτω,New Testament,Greek,,From G4012+G2572,,
G4029,περίκειμαι,New Testament,Greek,,From G4012+G2749,,
G4030,περικεφαλαία,New Testament,Greek,,From G4012+G2776,,
G4031,περικρατής,New Testament,Greek,,From G4012+G2904,,
G4032,περικρύπτω,New Testament,Greek,,From G4012+G2928,,
G4033,περικυκλόω,New Testament,Greek,,From G4012+G2944,,
G4034,περιλάμπω,New Testament,Greek,,From G4012+G2989,,
G4035,περιλείπω,New Testament,Greek,,From G4012+G3007,,
G4036,περίλυπος,New Testament,Greek,,From G4012+G3077,,
G4037,περιμένω,New Testament,Greek,,From G4012+G3306,,
G4038,πέριξ,New Testament,Greek,,From G4012,,
G4039,περιοικέω,New Testament,Greek,,From G4012+G3611,,
G4040,περίοικος,New Testament,Greek,,From G4012+G3624,,
G4041,περιούσιος,New Testament,Greek,,From G1510,,
G4042,περιοχή,New Testament,Greek,,From G4023,,
G4043,περιπατέω,New Testament,Greek,,From G4012+G3961,,
G4044,περιπείρω,New Testament,Greek,,From G4012+G4008,,
G4045,περιπίπτω,New Testament,Greek,,From G4012+G4098,,
G4046,περιποιέομαι,New Testament,Greek,,From G4012+G4160,,
G4047,περιποίησις,New Testament,Greek,,From G4046,,
G4048,περιῤῥήγνυμι,New Testament,Greek,,From G4012+G4486,,
G4049,περισπάω,New Testament,Greek,,From G4012+G4685,,
G4050,περισσεία,New Testament,Greek,,From G4052,,
G4051,περίσσευμα,New Testament,Greek,,From G4052,,
G4052,περισσεύω,New Testament,Greek,,From G4053,,
G4053,περισσός,New Testament,Greek,,From G4012,,
G4054,περισσότερον,New Testament,Greek,,From G4055,,
G4055,περισσότερος,New Testament,Greek,,From G4053,,
G4056,περισσοτέρως,New Testament,Greek,,From G4055,,
G4057,περισσῶς,New Testament,Greek,,From G4053,,
G4058,περιστερά,New Testament,Greek,,περιστερά,,
G4059,περιτέμνω,New Testament,Greek,,From G4012+G5114,,
G4060,περιτίθημι,New Testament,Greek,,From G4012+G5087,,
G4061,περιτομή,New Testament,Greek,,From G4059,,
G4062,περιτρέπω,New Testament,Greek,,From G4012+G5157,,
G4063,περιτρέχω,New Testament,Greek,,From G4012+G5143,,
G4064,περιφέρω,New Testament,Greek,,From G4012+G5342,,
G4065,περιφρονέω,New Testament,Greek,,From G4012+G5426,,
G4066,περίχωρος,New Testament,Greek,,From G4012+G5561,,
G4067,περίψωμα,New Testament,Greek,,From G4012,,
G4068,περπερεύομαι,New Testament,Greek,,περπερεύομαι,,
G4069,Περσίς,New Testament,Greek,,Περσίς,,
G4070,πέρυσι,New Testament,Greek,,From G4009,,
G4071,πετεινόν,New Testament,Greek,,From G4072,,
G4072,πτάομαι,New Testament,Greek,,πτάομαι,,
G4073,πέτρα,New Testament,Greek,,From G4074,,
G4074,Πέτρος,New Testament,Greek,,Πέτρος,,
G4075,πετρώδης,New Testament,Greek,,From G4073+G1491,,
G4076,πήγανον,New Testament,Greek,,From G4078,,
G4077,πηγή,New Testament,Greek,,From G4078,,
G4078,πήγνυμι,New Testament,Greek,,πήγνυμι,,
G4079,πηδάλιον,New Testament,Greek,,From G3976,,
G4080,πηλίκος,New Testament,Greek,,From G4225,,
G4081,πηλός,New Testament,Greek,,πηλός,,
G4082,πήρα,New Testament,Greek,,πήρα,,
G4083,πῆχυς,New Testament,Greek,,πῆχυς,,
G4084,πιάζω,New Testament,Greek,,From G971,,
G4085,πιέζω,New Testament,Greek,,From G4084,,
G4086,πιθανολογία,New Testament,Greek,,From G3982+G3056,,
G4087,πικραίνω,New Testament,Greek,,From G4089,,
G4088,πικρία,New Testament,Greek,,From G4089,,
G4089,πικρός,New Testament,Greek,,From G4078,,
G4090,πικρῶς,New Testament,Greek,,From G4089,,
G4091,Πιλᾶτος,New Testament,Greek,,Πιλᾶτος,,
G4092,πίμπρημι,New Testament,Greek,,πίμπρημι,,
G4093,πινακίδιον,New Testament,Greek,,From G4094,,
G4094,πίναξ,New Testament,Greek,,From G4109,,
G4095,πίνω,New Testament,Greek,,πίνω,,
G4096,πιότης,New Testament,Greek,,From G4095,,
G4097,πράω,New Testament,Greek,,πράω,,
G4098,πέτω,New Testament,Greek,,From G4072,,
G4099,Πισιδία,New Testament,Greek,,Πισιδία,,
G4100,πιστεύω,New Testament,Greek,,From G4102,"నమ్మకం, విశ్వాసం కలిగి ఉండాలి",
G4101,πιστικός,New Testament,Greek,,From G4102,,
G4102,πίστις,New Testament,Greek,,From G3982,"విశ్వాసం, విశ్వాసం",
G4103,πιστός,New Testament,Greek,,From G3982,,
G4104,πιστόω,New Testament,Greek,,From G4103,,
G4105,πλανάω,New Testament,Greek,,From G4106,,
G4106,πλάνη,New Testament,Greek,,From G4108,,
G4107,πλανήτης,New Testament,Greek,,From G4108,,
G4108,πλάνος,New Testament,Greek,,πλάνος,,
G4109,πλάξ,New Testament,Greek,,From G4111,,
G4110,πλάσμα,New Testament,Greek,,From G4111,,
G4111,πλάσσω,New Testament,Greek,,πλάσσω,,
G4112,πλαστός,New Testament,Greek,,From G4111,,
G4113,πλατεῖα,New Testament,Greek,,From G4116,,
G4114,πλάτος,New Testament,Greek,,From G4116,,
G4115,πλατύνω,New Testament,Greek,,From G4116,,
G4116,πλατύς,New Testament,Greek,,From G4111,,
G4117,πλέγμα,New Testament,Greek,,From G4120,,
G4118,πλεῖστος,New Testament,Greek,,From G4183,,
G4119,πλέον,New Testament,Greek,,From G4183,,
G4120,πλέκω,New Testament,Greek,,πλέκω,,
G4121,πλεονάζω,New Testament,Greek,,From G4119,,
G4122,πλεονεκτέω,New Testament,Greek,,From G4123,,
G4123,πλεονέκτης,New Testament,Greek,,From G4119+G2192,,
G4124,πλεονεξία,New Testament,Greek,,From G4123,,
G4125,πλευρά,New Testament,Greek,,πλευρά,,
G4126,πλεύω,New Testament,Greek,,From G4150,,
G4127,πληγή,New Testament,Greek,,From G4141,,
G4128,πλῆθος,New Testament,Greek,,From G4130,,
G4129,πληθύνω,New Testament,Greek,,From G4128,,
G4130,πλήθω,New Testament,Greek,,πλήθω,,
G4131,πλήκτης,New Testament,Greek,,From G4141,,
G4132,πλήμμυρα,New Testament,Greek,,From G4130,,
G4133,πλήν,New Testament,Greek,,From G4119,,
G4134,πλήρης,New Testament,Greek,,From G4130,,
G4135,πληροφορέω,New Testament,Greek,,From G4134+G5409,,
G4136,πληροφορία,New Testament,Greek,,From G4135,,
G4137,πληρόω,New Testament,Greek,,From G4134,,
G4138,πλήρωμα,New Testament,Greek,,From G4137,,
G4139,πλησίον,New Testament,Greek,,πλησίον,,
G4140,πλησμονή,New Testament,Greek,,From G4130,,
G4141,πλήσσω,New Testament,Greek,,From G4111,,
G4142,πλοιάριον,New Testament,Greek,,From G4143,,
G4143,πλοῖον,New Testament,Greek,,From G4126,,
G4144,πλόος,New Testament,Greek,,From G4126,,
G4145,πλούσιος,New Testament,Greek,,From G4149,,
G4146,πλουσίως,New Testament,Greek,,From G4145,,
G4147,πλουτέω,New Testament,Greek,,From G4148,,
G4148,πλουτίζω,New Testament,Greek,,From G4149,,
G4149,πλοῦτος,New Testament,Greek,,From G4130,,
G4150,πλύνω,New Testament,Greek,,πλύνω,,
G4151,πνεῦμα,New Testament,Greek,,From G4154,"ఆత్మ, శ్వాస",
G4152,πνευματικός,New Testament,Greek,,From G4151,,
G4153,πνευματικῶς,New Testament,Greek,,From G4152,,
G4154,πνέω,New Testament,Greek,,πνέω,,
G4155,πνίγω,New Testament,Greek,,From G4154,,
G4156,πνικτός,New Testament,Greek,,From G4155,,
G4157,πνοή,New Testament,Greek,,From G4154,,
G4158,ποδήρης,New Testament,Greek,,From G4228,,
G4159,πόθεν,New Testament,Greek,,From G4213,,
G4160,ποιέω,New Testament,Greek,,ποιέω,"చేయుటకు, చేయుటకు",
G4161,ποίημα,New Testament,Greek,,From G4160,,
G4162,ποίησις,New Testament,Greek,,From G4160,,
G4163,ποιητής,New Testament,Greek,,From G4160,,
G4164,ποικίλος,New Testament,Greek,,ποικίλος,,
G4165,ποιμαίνω,New Testament,Greek,,From G4166,,
G4166,ποιμήν,New Testament,Greek,,ποιμήν,,
G4167,ποίμνη,New Testament,Greek,,From G4165,,
G4168,ποίμνιον,New Testament,Greek,,From G4167,,
G4169,ποῖος,New Testament,Greek,,From G4226+G3634,,
G4170,πολεμέω,New Testament,Greek,,From G4171,,
G4171,πόλεμος,New Testament,Greek,,πόλεμος,,
G4172,πόλις,New Testament,Greek,,From G4171+G4183,,
G4173,πολιτάρχης,New Testament,Greek,,From G4172+G757,,
G4174,πολιτεία,New Testament,Greek,,From G4177,,
G4175,πολίτευμα,New Testament,Greek,,From G4176,,
G4176,πολιτεύομαι,New Testament,Greek,,From G4177,,
G4177,πολίτης,New Testament,Greek,,From G4172,,
G4178,πολλάκις,New Testament,Greek,,From G4183,,
G4179,πολλαπλασίων,New Testament,Greek,,From G4183+G4120,,
G4180,πολυλογία,New Testament,Greek,,From G4183+G3056,,
G4181,πολυμερῶς,New Testament,Greek,,From G4183+G3313,,
G4182,πολυποίκιλος,New Testament,Greek,,From G4183+G4164,,
G4183,πολύς,New Testament,Greek,,πολύς,,
G4184,πολύσπλαγχνος,New Testament,Greek,,From G4183+G4698,,
G4185,πολυτελής,New Testament,Greek,,From G4183+G5056,,
G4186,πολύτιμος,New Testament,Greek,,From G4183+G5092,,
G4187,πολυτρόπως,New Testament,Greek,,From G4183+G5158,,
G4188,πόμα,New Testament,Greek,,From G4095,,
G4189,πονηρία,New Testament,Greek,,From G4190,,
G4190,πονηρός,New Testament,Greek,,From G4192,,
G4191,πονηρότερος,New Testament,Greek,,From G4190,,
G4192,πόνος,New Testament,Greek,,From G3993,,
G4193,Ποντικός,New Testament,Greek,,From G4195,,
G4194,Πόντιος,New Testament,Greek,,Πόντιος,,
G4195,Πόντος,New Testament,Greek,,Πόντος,,
G4196,Πόπλιος,New Testament,Greek,,Πόπλιος,,
G4197,πορεία,New Testament,Greek,,From G4198,,
G4198,πορεύομαι,New Testament,Greek,,From G3984,,
G4199,πορθέω,New Testament,Greek,,πορθέω,,
G4200,πορισμός,New Testament,Greek,,πορισμός,,
G4201,Πόρκιος,New Testament,Greek,,Πόρκιος,,
G4202,πορνεία,New Testament,Greek,,From G4203,,
G4203,πορνεύω,New Testament,Greek,,From G4204,,
G4204,πόρνη,New Testament,Greek,,From G4205,,
G4205,πόρνος,New Testament,Greek,,From G4097,,
G4206,πόῤῥω,New Testament,Greek,,From G4253,,
G4207,πόῤῥωθεν,New Testament,Greek,,From G4206,,
G4208,ποῤῥωτέρω,New Testament,Greek,,From G4206,,
G4209,πορφύρα,New Testament,Greek,,πορφύρα,,
G4210,πορφυροῦς,New Testament,Greek,,From G4209,,
G4211,πορφυρόπωλις,New Testament,Greek,,From G4209+G4453,,
G4212,ποσάκις,New Testament,Greek,,From G4214,,
G4213,πόσις,New Testament,Greek,,From G4095,,
G4214,πόσος,New Testament,Greek,,From G3739,,
G4215,ποταμός,New Testament,Greek,,From G4095+G4224,,
G4216,ποταμοφόρητος,New Testament,Greek,,From G4215+G5409,,
G4217,ποταπός,New Testament,Greek,,From G4219+G4226,,
G4218,ποτέ,New Testament,Greek,,From G4225+G5037,,
G4219,πότε,New Testament,Greek,,From G4226+G5037,,
G4220,πότερον,New Testament,Greek,,From G4226,,
G4221,ποτήριον,New Testament,Greek,,From G4095,,
G4222,ποτίζω,New Testament,Greek,,From G4095,,
G4223,Ποτίολοι,New Testament,Greek,,Ποτίολοι,,
G4224,πότος,New Testament,Greek,,From G4095,,
G4225,πού,New Testament,Greek,,From G4214,,
G4226,ποῦ,New Testament,Greek,,From G4225,,
G4227,Πούδης,New Testament,Greek,,Πούδης,,
G4228,πούς,New Testament,Greek,,πούς,,
G4229,πρᾶγμα,New Testament,Greek,,From G4238,,
G4230,πραγματεία,New Testament,Greek,,From G4231,,
G4231,πραγματεύομαι,New Testament,Greek,,From G4229,,
G4232,πραιτώριον,New Testament,Greek,,πραιτώριον,,
G4233,πράκτωρ,New Testament,Greek,,From G4238,,
G4234,πρᾶξις,New Testament,Greek,,From G4238,,
G4235,πρᾷος,New Testament,Greek,,From G4239,,
G4236,πρᾳότης,New Testament,Greek,,From G4235,,
G4237,πρασιά,New Testament,Greek,,πρασιά,,
G4238,πράσσω,New Testament,Greek,,πράσσω,,
G4239,πραΰς,New Testament,Greek,,πραΰς,,
G4240,πραΰτης,New Testament,Greek,,From G4239,,
G4241,πρέπω,New Testament,Greek,,πρέπω,,
G4242,πρεσβεία,New Testament,Greek,,From G4243,,
G4243,πρεσβεύω,New Testament,Greek,,From G4245,,
