Strong's Number,Original Word,English Meaning,Telugu Word,Telugu Meaning,Language,Testament
G4631,σκευή,"σκεῦος",,పాత్ర,Greek,New Testament
G4632,σκεῦος,"σκεῦος",,ఉపకరణం,Greek,New Testament
G4633,σκηνή,"σκεῦος+σκιά",,అర్థం తెలియదు,Greek,New Testament
G4634,σκηνοπηγία,"σκεῦος+σκιά+πήγνυμι",,అర్థం తెలియదు,Greek,New Testament
G4635,σκηνοποιός,"σκεῦος+σκιά+ποιέω",,అర్థం తెలియదు,Greek,New Testament
G4636,σκῆνος,"σκεῦος+σκιά",,అర్థం తెలియదు,Greek,New Testament
G4637,σκηνόω,"σκεῦος+σκιά",స్కేనొఓ,నివాసమేర్పరుచు,Greek,New Testament
G4638,σκήνωμα,"σκεῦος+σκιά",,అర్థం తెలియదు,Greek,New Testament
G4639,σκιά,"σκιά",,నీడ,Greek,New Testament
G4640,σκιρτάω,"σκιρτάω",,గంతులు వేయు,Greek,New Testament
G4641,σκληροκαρδία,"σκέλος+καρδία",,అర్థం తెలియదు,Greek,New Testament
G4642,σκληρός,"σκέλος",,కాలు,Greek,New Testament
G4643,σκληρότης,"σκέλος",,కాలు,Greek,New Testament
G4644,σκληροτράχηλος,"σκέλος+θρίξ",,అర్థం తెలియదు,Greek,New Testament
G4645,σκληρύνω,"σκέλος",,కాలు,Greek,New Testament
G4646,σκολιός,"σκέλος",,కాలు,Greek,New Testament
G4647,σκόλοψ,"σκέλος+ὁράω",,అర్థం తెలియదు,Greek,New Testament
G4648,σκοπέω,"σκοπός",,గురి,Greek,New Testament
G4649,σκοπός,"σκοπός",,లక్ష్యం,Greek,New Testament
G4650,σκορπίζω,"σκοπός",,ఉద్దేశం,Greek,New Testament
G4651,σκορπίος,"σκοπός",,కాపలాదారు,Greek,New Testament
G4652,σκοτεινός,"σκιά",,నీడ,Greek,New Testament
G4653,σκοτία,"σκιά",,ఛాయ,Greek,New Testament
G4654,σκοτίζω,"σκιά",,అస్పష్టమైన ఆనవాళ్లు,Greek,New Testament
G4655,σκότος,"σκιά",,అర్థం తెలియదు,Greek,New Testament
G4656,σκοτόω,"σκιά",,ప్రతిబింబం,Greek,New Testament
G4657,σκύβαλον,"εἰς+κύων+βάλλω",,కుక్కలకి విసరడం,Greek,New Testament
G4658,Σκύθης,"Σκύθης",,సిధియన్,Greek,New Testament
G4659,σκυθρωπός,"ὁράω",,చూచు,Greek,New Testament
G4660,σκύλλω,"σκύλλω",,బాధింపబడు,Greek,New Testament
G4661,σκῦλον,"σκύλλω",,బాధించు,Greek,New Testament
G4662,σκωληκόβρωτος,"σκώληξ+βοῦς",,పురుగు+ఎద్దు,Greek,New Testament
G4663,σκώληξ,"σκώληξ",,పురుగు,Greek,New Testament
G4664,σμαράγδινος,"σμάραγδος",,పచ్చ,Greek,New Testament
G4665,σμάραγδος,"σμάραγδος",,పచ్చ,Greek,New Testament
G4666,σμύρνα,"σμύρνα",,బోళము,Greek,New Testament
G4667,Σμύρνα,"σμύρνα",,బోళము,Greek,New Testament
G4668,Σμυρναῖος,"σμύρνα",,బోళము,Greek,New Testament
G4669,σμυρνίζω,"σμύρνα",,బోళము,Greek,New Testament
G4670,Σόδομα,"Σόδομα",,సొదొమ,Greek,New Testament
G4671,σοί,"σύ",,నీవు,Greek,New Testament
G4672,Σολομών,"Σολομών",,సొలొమోను,Greek,New Testament
G4673,σορός,"σορός",,సొరోసు,Greek,New Testament
G4674,σός,"σύ",,నీవు,Greek,New Testament
G4675,σοῦ,"σύ",,నీవు,Greek,New Testament
G4676,σουδάριον,"σουδάριον",,రుమాలు,Greek,New Testament
G4677,Σουσάννα,"Σουσάννα",,సుసన్నా,Greek,New Testament
G4678,σοφία,"σοφός",సొఫియా,జ్ఞానం,Greek,New Testament
G4679,σοφίζω,"σοφός",,జ్ఞాని,Greek,New Testament
G4680,σοφός,"σοφός",,జ్ఞాని,Greek,New Testament
G4681,Σπανία,"Σπανία",,స్పెయిన్,Greek,New Testament
G4682,σπαράσσω,"σπαράσσω",,చీల్చు,Greek,New Testament
G4683,σπαργανόω,"σπαράσσω",,చీల్చు,Greek,New Testament
G4684,σπαταλάω,"σπαταλάω",,ఖర్చు చేయు,Greek,New Testament
G4685,σπάω,"σπάω",,లాగు,Greek,New Testament
G4686,σπεῖρα,"αἴρω+εἱλίσσω",,ఎత్తు+చుట్టు,Greek,New Testament
G4687,σπείρω,"σπάω",,లాగు,Greek,New Testament
G4688,σπεκουλάτωρ,"σπεκουλάτωρ",,సేవకుడు,Greek,New Testament
G4689,σπένδω,"σπένδω",,ధారపోయు,Greek,New Testament
G4690,σπέρμα,"σπάω",స్పెర్మా,సంతానం,Greek,New Testament
G4691,σπερμολόγος,"σπάω+λέγω",,బయటకులాగు+చెప్పు,Greek,New Testament
G4692,σπεύδω,"πούς",,కాలు,Greek,New Testament
G4693,σπήλαιον,"σπήλαιον",,గుహ,Greek,New Testament
G4694,σπιλάς,"σπιλάς",,మచ్చ,Greek,New Testament
G4695,σπιλόω,"σπίλος",,మచ్చ,Greek,New Testament
G4696,σπίλος,"σπίλος",,మచ్చ,Greek,New Testament
G4697,σπλαγχνίζομαι,"σπλάγχνον",,అంతరంగము,Greek,New Testament
G4698,σπλάγχνον,"σπλάγχνον",,అంతరంగము,Greek,New Testament
G4699,σπόγγος,"σπόγγος",,స్పాంజ్,Greek,New Testament
G4700,σποδός,"σποδός",,బూడిద,Greek,New Testament
G4701,σπορά,"σπάω",,లాగు,Greek,New Testament
G4702,σπόριμος,"σπάω",,లాగు,Greek,New Testament
G4703,σπόρος,"σπάω",,లాగు,Greek,New Testament
G4704,σπουδάζω,"πούς",,కాలు,Greek,New Testament
G4705,σπουδαῖος,"πούς",,కాలు,Greek,New Testament
G4706,σπουδαιότερον,"πούς",,కాలు,Greek,New Testament
G4707,σπουδαιότερος,"πούς",,కాలు,Greek,New Testament
G4708,σπουδαιοτέρως,"πούς",,కాలు,Greek,New Testament
G4709,σπουδαίως,"πούς",,కాలు,Greek,New Testament
G4710,σπουδή,"πούς",,కాలు,Greek,New Testament
G4711,σπυρίς,"σπάω",,లాగు,Greek,New Testament
G4712,στάδιος,"ἵστημι",,నిలుచు,Greek,New Testament
G4713,στάμνος,"ἵστημι",,నిలుచు,Greek,New Testament
G4714,στάσις,"ἵστημι",,నిలుచు,Greek,New Testament
G4715,στατήρ,"εὔχομαι",,ప్రార్థించు,Greek,New Testament
G4716,σταυρός,"ἵστημι",స్టాఊరొస్,సిలువ,Greek,New Testament
G4717,σταυρόω,"ἵστημι",,నిలుచు,Greek,New Testament
G4718,σταφυλή,"στέφανος",,కిరీటము,Greek,New Testament
G4719,στάχυς,"ἵστημι",,నిలుచు,Greek,New Testament
G4720,Στάχυς,"ἵστημι",,నిలుచు,Greek,New Testament
G4721,στέγη,"στέγη",,కప్పు,Greek,New Testament
G4722,στέγω,"στέγη",,కప్పు,Greek,New Testament
G4723,στείρος,"ἵστημι",,నిలుచు,Greek,New Testament
G4724,στέλλω,"ἵστημι",,నిలుచు,Greek,New Testament
G4725,στέμμα,"στέφανος",,కిరీటం,Greek,New Testament
G4726,στεναγμός,"ἵστημι",,నిలబడు,Greek,New Testament
G4727,στενάζω,"ἵστημι",,అర్థం తెలియదు,Greek,New Testament
G4728,στενός,"ἵστημι",,అర్థం తెలియదు,Greek,New Testament
G4729,στενοχωρέω,"ἵστημι+χάσμα",,అర్థం తెలియదు,Greek,New Testament
G4730,στενοχωρία,"ἵστημι+χάσμα",,చీలిక ఏర్పడుట,Greek,New Testament
G4731,στερεός,"ἵστημι",,అర్థం తెలియదు,Greek,New Testament
G4732,στερεόω,"ἵστημι",,అర్థం తెలియదు,Greek,New Testament
G4733,στερέωμα,"ἵστημι",,అర్థం తెలియదు,Greek,New Testament
G4734,Στεφανᾶς,"στέφανος",,కిరీటం,Greek,New Testament
G4735,στέφανος,"στέφανος",స్టెఫానొస్,కిరీటం,Greek,New Testament
G4736,Στέφανος,"στέφανος",,కిరీటం,Greek,New Testament
G4737,στεφανόω,"στέφανος",,కిరీటం,Greek,New Testament
G4738,στῆθος,"ἵστημι",,నిలబడు,Greek,New Testament
G4739,στήκω,"ἵστημι",,అర్థం తెలియదు,Greek,New Testament
G4740,στηριγμός,"ἵστημι+ἵστημι",,అర్థం తెలియదు,Greek,New Testament
G4741,στηρίζω,"ἵστημι+ἵστημι",,అర్థం తెలియదు,Greek,New Testament
G4742,στίγμα,"στίγμα",,ముద్ర,Greek,New Testament
G4743,στιγμή,"στίγμα",,అర్థం తెలియదు,Greek,New Testament
G4744,στίλβω,"στίλβω",,ప్రకాశించు,Greek,New Testament
G4745,στοά,"ἵστημι",,అర్థం తెలియదు,Greek,New Testament
G4746,στοιβάς,"στοιβάς",,పరుపు,Greek,New Testament
G4747,στοιχεῖον,"στοιχέω",,వరుసక్రమములో నడుచుకొను,Greek,New Testament
G4748,στοιχέω,"στοιχέω",,నడుచుకొను,Greek,New Testament
G4749,στολή,"ἵστημι",,నిలబడు,Greek,New Testament
G4750,στόμα,"κόπτω",స్టొమా,నోరు,Greek,New Testament
G4751,στόμαχος,"κόπτω",,కొట్టు,Greek,New Testament
G4752,στρατεία,"στρατιά",,సేన,Greek,New Testament
G4753,στράτευμα,"στρατιά",,సేన,Greek,New Testament
G4754,στρατεύομαι,"στρατιά",,సైన్యము,Greek,New Testament
G4755,στρατηγός,"στρατιά+ἄγω+ἄγω",,అర్థం తెలియదు,Greek,New Testament
G4756,στρατιά,"στρατιά",,సేన,Greek,New Testament
G4757,στρατιώτης,"στρατιά",,సైన్యము,Greek,New Testament
G4758,στρατολογέω,"στρατιά+λέγω",,అర్థం తెలియదు,Greek,New Testament
G4759,στρατοπεδάρχης,"στρατιά+πούς+ἄρχω",,అర్థం తెలియదు,Greek,New Testament
G4760,στρατόπεδον,"στρατιά+πούς",,సైన్యము,Greek,New Testament
G4761,στρεβλόω,"τροπή",,మార్పు,Greek,New Testament
G4762,στρέφω,"τροπή",,వంపు,Greek,New Testament
G4763,στρηνιάω,"ἵστημι",,నిలుచుట,Greek,New Testament
G4764,στρῆνος,"ἵστημι",,స్థాపించు,Greek,New Testament
G4765,στρουθίον,"στρουθίον",,పిచ్చుక,Greek,New Testament
G4766,στρωννύω,"ἵστημι",,నిలువబెట్టు,Greek,New Testament
G4767,στυγνητός,"στυγνητός",,అసహ్యించుకొనునది,Greek,New Testament
G4768,στυγνάζω,"στυγνητός",,అసహ్యమైన,Greek,New Testament
G4769,στῦλος,"ἵστημι",,నెలకొల్పు,Greek,New Testament
G4770,Στωϊκός,"ἵστημι",,స్థిరపరచు,Greek,New Testament
G4771,σύ,"σύ",,నీవు,Greek,New Testament
G4772,συγγένεια,"σύν+γίνομαι",,కలుగు,Greek,New Testament
G4773,συγγενής,"σύν+γίνομαι",,ఐక్యమగు,Greek,New Testament
G4774,συγγνώμη,"σύν+γινώσκω",,గుర్తించు,Greek,New Testament
G4775,συγκάθημαι,"σύν+κατά",,దిగజారు,Greek,New Testament
G4776,συγκαθίζω,"σύν+κατά+ἑδραῖος",,దృఢముగా వుండు,Greek,New Testament
G4777,συγκακοπαθέω,"σύν+κακός+πένθω",,దుఃఖించు,Greek,New Testament
G4778,συγκακουχέω,"σύν+κακός+σχέω",,బాధపడుట,Greek,New Testament
G4779,συγκαλέω,"σύν+κελεύω",,ఆజ్ఞాపించు,Greek,New Testament
G4780,συγκαλύπτω,"σύν+κλέπτω+κρύπτω",,దొంగతనము చేయు,Greek,New Testament
G4781,συγκάμπτω,"σύν+κάμπτω",,కూర్చుండు,Greek,New Testament
G4782,συγκαταβαίνω,"σύν+κατά+βάσις",,దిగివచ్చుట,Greek,New Testament
G4783,συγκατάθεσις,"σύν+κατά+τίθημι",,విడువకుండు,Greek,New Testament
G4784,συγκατατίθεμαι,"σύν+κατά+τίθημι",,పాటుచేయు,Greek,New Testament
G4785,συγκαταψηφίζω,"σύν+κατά+ψώχω",,రాపిడిచేయు,Greek,New Testament
G4786,συγκεράννυμι,"σύν+κεράννυμι",,కలుపు,Greek,New Testament
G4787,συγκινέω,"σπαράσσω+κινέω",,గుసగుసలాడు+కదులు,Greek,New Testament
G4788,συγκλείω,"σύν+κλείω",,కలిసి+మూసివేయి,Greek,New Testament
